產品類型,產品名稱,產品型號,碳標籤證書,,,,公司/團體名稱,統一編號/農畜牧登字,生產廠場/服務廠場,,,,,,碳足跡數據,宣告單位,產品生命週期各階段碳足跡比例,,,,,採用產品類別規則(PCR),
,,,證書編號,生效日期,有效期限,狀態,,,名稱(1),地址(1),名稱(2),地址(2),名稱(3),地址(3),,,原料取得,製造/服務,配送銷售,使用,廢棄回收,編號,名稱
商品,"TCR ADVANCED PRO 0D DI, 尺寸ML",-,2508712003,2025/04/10,2030/04/09,有效,巨大機械工業股份有限公司,56054251,巨大機械工業股份有限公司日南廠,"臺中市大甲區順帆路19號,19-5號",,,,,248.00kg,"一輛自行車(輪徑25""*車架尺寸29"")",58.59%,38.15%,1.19%,1.87%,0.20%,20-032,自行車
商品,"TCR ADVANCED PRO 0D DI, 尺寸L",-,2508712004,2025/04/10,2030/04/09,有效,巨大機械工業股份有限公司,56054251,巨大機械工業股份有限公司日南廠,"臺中市大甲區順帆路19號,19-5號",,,,,251.00kg,"一輛自行車(輪徑25""*車架尺寸29"")",58.98%,37.69%,1.28%,1.85%,0.20%,20-032,自行車
商品,磨石隔熱磚,30cm(L)*30cm(W)*4cm(H),2106810001,2021/12/14,2026/12/13,有效,晶泰水泥加工廠股份有限公司,22793069,晶泰水泥加工廠股份有限公司,臺南市山上區豐德里隙子口37號,,,,,3.00kg,每片(30cm(L)*30cm(W)*4cm(H))「磨石隔熱磚」,81.46%,11.13%,1.86%,0.00%,5.55%,20-036,混凝土地磚
商品,青葉乳膠漆百合白五加侖每桶,-,2503209001,2025/07/30,2027/07/29,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.13%,1.54%,2.01%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆白色五加侖每桶,-,2503209009,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.14%,1.54%,2.01%,0.00%,0.31%,20-043,塗料
商品,青葉乳膠漆宇宙灰五加侖每桶,-,2503209002,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.15%,1.53%,2.00%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆玫瑰白五加侖每桶,-,2503209003,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.13%,1.54%,2.01%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆珍珠白五加侖每桶,-,2503209007,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.13%,1.54%,2.01%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆純白五加侖每桶,-,2503209004,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.13%,1.54%,2.01%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆象牙白五加侖每桶,-,2503209005,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.14%,1.53%,2.01%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆鄉居五加侖每桶,-,2503209006,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.15%,1.53%,2.00%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆霧粉紅五加侖每桶,-,2503209008,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.13%,1.54%,2.01%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆蘭花白五加侖每桶,-,2503209018,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.13%,1.54%,2.01%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆舒達綠五加侖每桶,-,2503209019,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,48.00kg,每桶五加侖,95.93%,1.62%,2.11%,0.00%,0.34%,20-043,塗料
商品,青葉乳膠漆嬰兒藍五加侖每桶,-,2503209017,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,48.00kg,每桶五加侖,95.92%,1.62%,2.12%,0.00%,0.34%,20-043,塗料
商品,青葉乳膠漆藤色五加侖每桶,-,2503209014,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,43.00kg,每桶五加侖,95.40%,1.83%,2.39%,0.00%,0.38%,20-043,塗料
商品,青葉乳膠漆銀灰五加侖每桶,-,2503209010,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,43.00kg,每桶五加侖,95.54%,1.77%,2.31%,0.00%,0.38%,20-043,塗料
商品,青葉乳膠漆豪灰五加侖每桶,-,2503209011,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,50.00kg,每桶五加侖,96.09%,1.56%,2.03%,0.00%,0.32%,20-043,塗料
商品,青葉乳膠漆深灰五加侖每桶,-,2503209012,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,30.00kg,每桶五加侖,93.95%,2.39%,3.12%,0.00%,0.54%,20-043,塗料
商品,青葉乳膠漆鵝毛黃五加侖每桶,-,2503209013,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,49.00kg,每桶五加侖,96.00%,1.59%,2.08%,0.00%,0.33%,20-043,塗料
商品,青葉乳膠漆霧鄉五加侖每桶,-,2503209015,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,52.00kg,每桶五加侖,96.21%,1.51%,1.97%,0.00%,0.31%,20-043,塗料
商品,青葉乳膠漆大麥白五加侖每桶,-,2503209016,2025/10/13,2027/10/12,有效,三葉造漆工業股份有限公司,04539592,三葉造漆工業股份有限公司,桃園市平鎮區洪圳路207-1號及205號,,,,,51.00kg,每桶五加侖,96.15%,1.53%,2.00%,0.00%,0.32%,20-043,塗料
商品,4號芋香米,2公斤裝,2301006002,2023/04/08,2028/04/07,有效,御皇米企業有限公司,54228051,東里碾米工廠,花蓮縣富里鄉東里村大莊路1號 ,,,,,4.00kg,2.02kg(含棉紙袋重量),75.95%,9.37%,0.06%,14.44%,0.18%,20-042,米
商品,良質米,3公斤裝,2301006001,2023/04/08,2028/04/07,有效,御皇米企業有限公司,54228051,東里碾米工廠,花蓮縣富里鄉東里村大莊路1號 ,,,,,8.00kg,3.03kg(含棉紙袋重量),74.47%,8.94%,3.55%,12.90%,0.14%,20-042,米
商品,穀堡履歷台東一等米 6KG,-,2501006005,2025/05/10,2030/05/09,有效,聯米企業股份有限公司,86213452,聯米企業股份有限公司五廠,彰化縣埤頭鄉大湖村彰水路二段526-2號,聯米企業股份有限公司三廠 ,彰化縣埤頭鄉大湖村彰水路二段526、526-1號,,,8.00kg,「穀堡履歷台東一等米6 KG」(含包裝、脫氧劑6.032 公斤),53.56%,11.85%,1.60%,32.39%,0.60%,20-042,米
商品,皇家履歷國色天香米 2KG,-,2501006006,2025/05/10,2030/05/09,有效,聯米企業股份有限公司,86213452,聯米企業股份有限公司五廠,彰化縣埤頭鄉大湖村彰水路二段526-2號,聯米企業股份有限公司三廠 ,彰化縣埤頭鄉大湖村彰水路二段526、526-1號,,,2.00kg,「皇家履歷國色天香米2 KG」(含包裝2.026公斤),48.62%,15.72%,1.65%,33.59%,0.42%,20-042,米
商品,中興履歷無洗米 2KG,-,2501006007,2025/05/10,2030/05/09,有效,聯米企業股份有限公司,86213452,聯米企業股份有限公司五廠,彰化縣埤頭鄉大湖村彰水路二段526-2號,聯米企業股份有限公司三廠 ,彰化縣埤頭鄉大湖村彰水路二段526、526-1號,,,3.00kg,「中興履歷無洗米2KG」 (含包裝、脫氧劑2.023 公 斤),44.92%,22.33%,1.56%,30.84%,0.35%,20-042,米
商品,行健有機糙米(2kg)，品種秈22,-,2001006009,2020/11/19,2025/11/18,有效,保證責任宜蘭縣行健有機農產生產合作社,34948551,保證責任宜蘭縣行健有機農產生產合作社,宜蘭縣三星鄉行健村廣富路26號,,,,,3.00kg,每包行健有機糙米(2kg)，品種秈22,23.69%,23.68%,0.49%,51.65%,0.49%,20-042,米
商品,行健有機胚芽米(2kg)，品種高雄145,-,2001006013,2020/11/19,2025/11/18,有效,保證責任宜蘭縣行健有機農產生產合作社,34948551,保證責任宜蘭縣行健有機農產生產合作社,宜蘭縣三星鄉行健村廣富路26號,,,,,3.00kg,每包行健有機胚芽米(2kg)，品種高雄145,29.85%,28.64%,0.55%,40.41%,0.55%,20-042,米
商品,行健有機胚芽米(2kg)，品種秈22,-,2001006010,2020/11/19,2025/11/18,有效,保證責任宜蘭縣行健有機農產生產合作社,34948551,保證責任宜蘭縣行健有機農產生產合作社,宜蘭縣三星鄉行健村廣富路26號,,,,,3.00kg,每包行健有機胚芽米(2kg)，品種秈22,28.12%,28.09%,0.58%,42.63%,0.58%,20-042,米
商品,行健有機白米(2kg)，品種秈22,-,2001006011,2020/11/19,2025/11/18,有效,保證責任宜蘭縣行健有機農產生產合作社,34948551,保證責任宜蘭縣行健有機農產生產合作社,宜蘭縣三星鄉行健村廣富路26號,,,,,3.00kg,每包行健有機白米(2kg)，品種秈22,28.12%,28.09%,0.58%,42.63%,0.58%,20-042,米
商品,行健有機糙米(2kg)，品種高雄145,-,2001006012,2020/11/19,2025/11/18,有效,保證責任宜蘭縣行健有機農產生產合作社,34948551,保證責任宜蘭縣行健有機農產生產合作社,宜蘭縣三星鄉行健村廣富路26號,,,,,3.00kg,每包行健有機糙米(2kg)，品種高雄145,25.36%,24.34%,0.47%,49.36%,0.47%,20-042,米
商品,花蓮越光米,光之谷2Kg裝,2501006002,2025/02/19,2030/02/18,有效,富里鄉農會,95600308,花蓮縣富里鄉農會碾米加工廠,花蓮縣富里鄉羅山村9鄰東湖6號,,,,,7.00kg,光之谷每包2.021 kg(含外包材),60.56%,8.17%,0.04%,30.95%,0.28%,20-042,米
商品,花蓮越光米,花蓮越光米10kg裝,2501006003,2025/02/19,2030/02/18,有效,富里鄉農會,95600308,花蓮縣富里鄉農會碾米加工廠,花蓮縣富里鄉羅山村9鄰東湖6號,,,,,37.00kg,花蓮越光米每包10.067kg(含外包材),60.41%,8.13%,0.34%,30.82%,0.30%,20-042,米
商品,花蓮越光米,花蓮越光米1.5Kg裝,2501006001,2025/02/19,2030/02/18,有效,富里鄉農會,95600308,花蓮縣富里鄉農會碾米加工廠,花蓮縣富里鄉羅山村9鄰東湖6號,,,,,6.00kg,花蓮越光米每包1.518 kg(含外包材),60.02%,8.06%,1.04%,30.52%,0.36%,20-042,米
商品,CAS霧峰香米,2 公斤(真空包裝)/一等米,2501006009,2025/07/16,2027/07/15,有效,臺中市霧峰區農會,57234801,臺中市霧峰區農會碾米廠,臺中市霧峰區北柳里四德路382號,,,,,7.00kg,每包，重2.022公斤(含包材),79.73%,5.24%,0.76%,14.01%,0.26%,20-042,米
商品,霧峰有機香米,2公斤(真空包裝)/二等米,2501006008,2025/07/16,2027/07/15,有效,臺中市霧峰區農會,57234801,臺中市霧峰區農會碾米廠,臺中市霧峰區北柳里四德路382號,,,,,5.00kg,每包，重2.0287公斤(含包材),49.24%,32.34%,0.23%,17.86%,0.33%,20-042,米
商品,中興履歷桂馥香米 1.5KG,-,2501006004,2025/05/10,2030/05/09,有效,聯米企業股份有限公司,86213452,聯米企業股份有限公司五廠,彰化縣埤頭鄉大湖村彰水路二段526-2號,聯米企業股份有限公司三廠 ,彰化縣埤頭鄉大湖村彰水路二段526、526-1號,,,2.00kg,「中興履歷桂馥香米 1.5 KG」(含包裝1.535公斤),61.66%,7.79%,0.53%,29.55%,0.47%,20-042,米
商品,65％巧克力磚(袋),-,2401806001,2024/06/01,2029/05/31,有效,有限責任屏東縣南國天物運銷合作社,85859067,台可巧舖,屏東縣內埔鄉竹圍村四鄰竹東路158巷36-5號,,,,,1.00kg,每袋(淨重106g)包含外包材,19.05%,80.53%,0.01%,0.00%,0.41%,21-026,食用之植物性研磨製品
商品,75％巧克力磚(袋),-,2401806002,2024/06/01,2029/05/31,有效,有限責任屏東縣南國天物運銷合作社,85859067,台可巧鋪,屏東縣內埔鄉竹圍村四鄰竹東路158巷36-5號,,,,,1.00kg,每袋(淨重106g)包含外包材,22.02%,77.56%,0.03%,0.00%,0.39%,21-026,食用之植物性研磨製品
商品,85％巧克力磚(袋),-,2401806003,2024/06/01,2029/05/31,有效,有限責任屏東縣南國天物運銷合作社,85859067,台可巧鋪,屏東縣內埔鄉竹圍村四鄰竹東路158巷36-5號,,,,,1.00kg,每袋(淨重106g)包含外包材,22.34%,77.25%,0.02%,0.00%,0.39%,21-026,食用之植物性研磨製品
商品,95％巧克力磚(袋),-,2401806004,2024/06/01,2029/05/31,有效,有限責任屏東縣南國天物運銷合作社,85859067,台可巧鋪,屏東縣內埔鄉竹圍村四鄰竹東路158巷36-5號,,,,,1.00kg,每袋(淨重106g)包含外包材,24.58%,75.00%,0.04%,0.00%,0.38%,21-026,食用之植物性研磨製品
商品,100％巧克力磚(袋),-,2401806005,2024/06/01,2029/05/31,有效,有限責任屏東縣南國天物運銷合作社,85859067,台可巧鋪,屏東縣內埔鄉竹圍村四鄰竹東路158巷36-5號,,,,,1.00kg,每袋(淨重106g)包含外包材,19.90%,79.67%,0.03%,0.00%,0.40%,21-026,食用之植物性研磨製品
商品,"桂格即沖即食大燕麥片 1,100g",-,2501104001,2025/10/13,2027/10/12,有效,佳格食品股份有限公司,22102473,佳格食品股份有限公司,桃園市大園區溪海里和平西路一段369號,,,,,4.00kg,"1罐(淨重1,414g)包含外包材",80.72%,9.41%,0.50%,9.01%,0.36%,21-026,食用之植物性研磨製品
商品,"桂格即沖即食大燕麥片 1,250g",-,2501104002,2025/10/13,2027/10/12,有效,佳格食品股份有限公司,22102473,佳格食品股份有限公司,桃園市大園區溪海里和平西路一段369號,,,,,5.00kg,"1罐(淨重1,567g)包含外包材",80.25%,9.62%,0.58%,9.21%,0.34%,21-026,食用之植物性研磨製品
商品,雀巢金牌濾掛咖啡-柑橘果香中烘焙,10x8g,2200901001,2022/11/05,2027/11/04,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司後壁廠,臺南市後壁區菁豐里崩埤1-65號,,,,,140.00g,每包(含包材17.6g),63.78%,24.99%,1.18%,6.24%,3.81%,21-026,食用之植物性研磨製品
商品,頂級75％黑巧克力禮盒,-,2401806007,2024/07/31,2029/07/30,有效,台可巧舖,40800963,台可巧舖,屏東縣內埔鄉竹圍村四鄰竹東路158巷36-5號,,,,,40.00g,每片淨重(6g)(含外包裝),35.52%,61.29%,0.06%,0.00%,3.13%,21-026,食用之植物性研磨製品
商品,頂級65％黑巧克力禮盒,-,2401806006,2024/07/31,2029/07/30,有效,台可巧舖,40800963,台可巧舖,屏東縣內埔鄉竹圍村四鄰竹東路158巷36-5號,,,,,40.00g,每片淨重(6g)(含外包裝),33.95%,62.70%,0.04%,0.00%,3.31%,21-026,食用之植物性研磨製品
商品,頂級85％黑巧克力禮盒,-,2401806008,2024/07/31,2029/07/30,有效,台可巧舖,40800963,台可巧舖,屏東縣內埔鄉竹圍村四鄰竹東路158巷36-5號,,,,,38.00g,每片淨重(6g)(含外包裝),36.83%,60.19%,0.06%,0.00%,2.92%,21-026,食用之植物性研磨製品
商品,頂級95％黑巧克力禮盒,-,2401806009,2024/07/31,2029/07/30,有效,台可巧舖,40800963,台可巧舖,屏東縣內埔鄉竹圍村四鄰竹東路158巷36-5號,,,,,36.00g,每片淨重(6g)(含外包裝),38.81%,58.31%,0.14%,0.00%,2.74%,21-026,食用之植物性研磨製品
商品,雀巢金牌冰萃濾袋研磨咖啡 堅果香韻中烘焙,8x10g,2200901008,2022/11/05,2027/11/04,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司後壁廠,臺南市後壁區菁豐里崩埤1-65號,,,,,130.00g,每包(含包材16.5g),72.71%,21.34%,1.61%,0.16%,4.18%,21-026,食用之植物性研磨製品
商品,雀巢金牌濾掛咖啡100％阿拉比卡柑橘果香,55x8g ,2200901002,2022/11/05,2027/11/04,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司後壁廠,臺南市後壁區菁豐里崩埤1-65號,,,,,140.00g,每包(含包材16.5g),63.90%,24.89%,1.17%,6.21%,3.83%,21-026,食用之植物性研磨製品
商品,雀巢金牌濾掛咖啡-堅果花香中深烘焙,10x8g ,2200901003,2022/11/05,2027/11/04,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司後壁廠,臺南市後壁區菁豐里崩埤1-65號,,,,,150.00g,每包(含包材17.6g),64.20%,25.02%,1.13%,5.82%,3.83%,21-026,食用之植物性研磨製品
商品,雀巢金牌濾掛咖啡-蜜李可可中深烘焙,10x8g ,2200901005,2022/11/05,2027/11/04,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司後壁廠,臺南市後壁區菁豐里崩埤1-65號,,,,,130.00g,每包(含包材16.3g),77.55%,9.87%,1.26%,6.75%,4.57%,21-026,食用之植物性研磨製品
商品,雀巢金牌濾掛咖啡-胡桃奶油深烘焙,10x8g ,2200901004,2022/11/05,2027/11/04,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司後壁廠,臺南市後壁區菁豐里崩埤1-65號,,,,,130.00g,每包(含包材16.3g),77.75%,9.82%,1.24%,6.62%,4.57%,21-026,食用之植物性研磨製品
商品,雀巢金牌濾掛咖啡組合,60x8g,2200901006,2022/11/05,2027/11/04,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司後壁廠,臺南市後壁區菁豐里崩埤1-65號,,,,,130.00g,每包(含包材15.1g),70.36%,17.89%,1.21%,6.36%,4.18%,21-026,食用之植物性研磨製品
商品,雀巢金牌冰萃濾袋研磨咖啡,40x10g,2200901007,2022/11/05,2027/11/04,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司後壁廠,臺南市後壁區菁豐里崩埤1-65號,,,,,130.00g,每包(含包材18g),71.54%,22.47%,1.70%,0.17%,4.12%,21-026,食用之植物性研磨製品
服務,花蓮太魯閣沁海館旅館住宿服務,豪華二小床,2315510008,2023/09/23,2028/09/22,有效,煙牧大飯店有限公司,83790016,花蓮太魯閣沁海館,花蓮縣新城鄉順安村草林10之6號,,,,,65.00kg,每房-每天,2.89%,96.76%,0.00%,0.00%,0.35%,21-028,旅館住宿服務
服務,花蓮太魯閣沁海館旅館住宿服務,豪華海景二小床,2315510007,2023/09/23,2028/09/22,有效,煙牧大飯店有限公司,83790016,花蓮太魯閣沁海館,花蓮縣新城鄉順安村草林10之6號,,,,,65.00kg,每房-每天,5.98%,93.23%,0.00%,0.00%,0.79%,21-028,旅館住宿服務
服務,花蓮太魯閣沁海館旅館住宿服務,豪華家庭房,2315510006,2023/09/23,2028/09/22,有效,煙牧大飯店有限公司,83790016,花蓮太魯閣沁海館,花蓮縣新城鄉順安村草林10之6號,,,,,60.00kg,每房-每天,5.30%,94.07%,0.00%,0.00%,0.63%,21-028,旅館住宿服務
服務,花蓮太魯閣沁海館旅館住宿服務,豪華海景家庭房,2315510005,2023/09/23,2028/09/22,有效,煙牧大飯店有限公司,83790016,花蓮太魯閣沁海館,花蓮縣新城鄉順安村草林10之6號,,,,,70.00kg,每房-每天,7.49%,91.59%,0.00%,0.00%,0.92%,21-028,旅館住宿服務
服務,花蓮太魯閣沁海館旅館住宿服務,行政豪華海景家庭房,2315510004,2023/09/23,2028/09/22,有效,煙牧大飯店有限公司,83790016,花蓮太魯閣沁海館,花蓮縣新城鄉順安村草林10之6號,,,,,70.00kg,每房-每天,4.76%,94.71%,0.00%,0.00%,0.53%,21-028,旅館住宿服務
服務,花蓮太魯閣沁海館旅館住宿服務,豪華海景套房,2315510003,2023/09/23,2028/09/22,有效,煙牧大飯店有限公司,83790016,花蓮太魯閣沁海館,花蓮縣新城鄉順安村草林10之6號,,,,,90.00kg,每房-每天,1.69%,98.28%,0.00%,0.00%,0.03%,21-028,旅館住宿服務
服務,花蓮太魯閣沁海館旅館住宿服務,行政豪華海景套房,2315510002,2023/09/23,2028/09/22,有效,煙牧大飯店有限公司,83790016,花蓮太魯閣沁海館,花蓮縣新城鄉順安村草林10之6號,,,,,95.00kg,每房-每天,1.90%,97.89%,0.00%,0.00%,0.21%,21-028,旅館住宿服務
服務,高雄洲際酒店旅館住宿服務,豪華經典房-大床-10坪,2515510001,2025/02/13,2030/02/12,有效,遠洋投資股份有限公司高雄分公司,91097496,遠洋投資股份有限公司高雄分公司,高雄市前鎮區新光路33號,,,,,21.00kg,「每房－每天」「豪華經典房-大床 10坪」,6.85%,87.49%,0.00%,0.00%,5.66%,21-028,旅館住宿服務
服務,豪華客房(11坪),-,2515510002,2025/05/30,2030/05/29,有效,禧榕軒大飯店有限公司,82919957,禧榕軒大飯店,臺南市北區成功路28號,,,,,49.00kg,豪華客房(11坪) 每房－每天,10.38%,89.07%,0.00%,0.00%,0.55%,21-028,旅館住宿服務
服務,豪華家庭房(11坪),-,2515510003,2025/05/30,2030/05/29,有效,禧榕軒大飯店有限公司,82919957,禧榕軒大飯店,臺南市北區成功路28號,,,,,55.00kg,豪華家庭房(11坪) 每房－每天,17.07%,81.96%,0.00%,0.00%,0.97%,21-028,旅館住宿服務
服務,花蓮太魯閣沁海館旅館住宿服務,行政豪華海景一大床,2315510001,2023/04/25,2028/04/24,有效,煙牧大飯店有限公司,83790016,花蓮太魯閣沁海館,花蓮縣新城鄉順安村草林10之6號,,,,,70.00kg,每房-每天,10.49%,88.09%,0.00%,0.00%,1.42%,21-028,旅館住宿服務
服務,自強號旅客運輸服務,-,2514910001,2025/06/25,2027/06/24,有效,國營臺灣鐵路股份有限公司,07524729,國營臺灣鐵路股份有限公司,臺北市中正區北平西路3號,營業處,臺北市中正區北平西路3號,機務處,臺北市中正區北平西路3號,36.00g,每人-每公里(臺鐵自強號),0.84%,98.88%,0.00%,0.00%,0.28%,22-015,旅客運輸服務(陸上及水上運輸)
服務,莒光號旅客運輸服務,-,2514910002,2025/06/25,2027/06/24,有效,國營臺灣鐵路股份有限公司,07524729,國營臺灣鐵路股份有限公司,臺北市中正區北平西路3號,營業處,臺北市中正區北平西路3號,機務處,臺北市中正區北平西路3號,50.00g,每人-每公里(臺鐵莒光號),0.36%,98.59%,0.00%,0.00%,1.05%,22-015,旅客運輸服務(陸上及水上運輸)
